duration_sec
788
560
965
497
489
1341
596
1105
619
743
353
1256
500
858
1235
854
914
857
564
917
626
519
366
973
442
828
951
480
1443
797
655
506
427
463
456
1504
82
1262
286
1018
1435
188
296
179
251
222
247
208
187
228
212
415
218
256
218
200
269
204
191
251
264
182
217
201
197
173
244
160
250
212
240
247
203
246
173
228
625
220
202
173
220
195
188
224
259
233
484
243
314
411
327
339
577
547
360
418
309
321
341
333
481
271
343
357
259
246
283
291
260
336
325
275
357
285
280
852
324
268
226
206
450
342
493
321
312
309
290
420
237
352
370
398
253
280
283
463
253
325
342
313
291
358
325
389
294
336
291
304
414
284
336
308
313
325
267
349
451
353
355
415
295
274
202
277
347
310
192
312
394
323
289
320
322
1115
938
985
1274
1010
732
553
585
615
435
455
524
469
616
469
619
511
468
412
288
215
437
210
587
300
1120
732
685
609
642
1329
648
1508
843
911
1193
500
197
296
186
102
79
696
670
643
715
798
696
600
1304
667
1193
134
516
576
615
722
1083
510
419
457
1405
591
390
384
711
394
465
565
333
92
1105
1134
129
190
146
149
303
96
204
159
182
426
410
524
241
384
265
321
665
616
602
600
417
369
671
485
755
426
360
640
314
292
474
476
1020
762
878
1293
784
590
699
503
618
532
430
748
456
378
693
596
1010
562
992
510
525
497
523
596
911
523
819
439
672
601
772
331
431
341
627
249
435
397
339
164
582
1136
607
980
505
1017
876
938
146
131
146
124
126
515
1017
1035
1162
1009
1015
1104
1043
813
883
905
916
961
628
635
472
747
526
716
1215
263
196
161
232
336
400
917
567
1284
589
991
580
527
188
743
193
521
413
501
708
457
227
284
231
387
415
299
422
907
800
983
273
362
305
260
275
321
915
1291
1013
885
1015
993
929
337
418
483
407
249
177
246
253
330
233
225
188
282
236
250
209
287
281
168
155
221
302
164
197
370
258
225
581
957
1357
449
325
211
413
358
245
496
523
855
571
498
536
1007
531
576
716
712
866
542
787
1217
813
720
660
1101
941
1291
642
721
822
1230
635
704
587
926
979
696
1089
526
613
570
676
707
800
638
365
504
472
591
553
661
223
258
254
261
333
268
197
210
261
212
254
309
329
565
911
583
445
612
596
501
482
414
434
415
587
398
691
350
560
340
461
597
412
397
402
532
614
400
491
522
321
555
425
439
542
553
1168
1066
299
281
414
363
936
841
388
374
355
428
292
464
701
429
400
427
633
1003
870
895
958
863
1094
1285
865
1125
835
1423
826
357
407
515
398
458
544
559
512
422
413
684
300
325
348
389
326
876
434
558
984
1292
577
833
567
748
385
406
1111
566
153
180
238
225
184
134
148
63
606
388
294
354
328
289
320
457
266
437
495
374
569
689
446
333
464
438
446
527
395
603
547
514
481
735
1358
1350
966
877
808
708
812
683
510
850
722
406
492
368
410
385
380
515
605
598
474
257
1279
958
1086
930
826
874
999
1188
621
1316
607
806
653
275
406
926
879
1124
550
366
448
355
979
967
979
964
1032
1133
903
933
963
852
838
1131
629
564
403
328
400
362
385
771
354
650
484
1369
206
448
478
524
495
527
585
518
384
647
687
540
418
338
626
778
712
850
749
300
385
344
331
459
434
373
328
908
354
373
374
328
393
399
461
361
647
283
533
444
719
688
164
160
218
264
989
704
953
819
796
1004
925
967
925
862
972
715
1022
731
835
825
731
807
764
671
700
997
531
726
185
209
160
146
406
427
343
184
256
815
231
594
569
652
1010
540
762
905
850
403
516
607
562
562
586
597
550
457
466
480
703
786
504
586
476
558
797
135
150
212
146
802
684
660
756
680
575
688
760
755
608
835
661
602
547
754
712
852
664
530
708
583
518
613
620
787
629
651
935
735
552
682
868
606
725
723
637
866
593
711
1288
1394
1159
315
245
395
301
540
421
550
614
628
645
602
628
1196
1235
1005
1087
1113
1104
1512
1258
1302
1359
1229
1264
468
468
513
552
528
503
652
487
546
475
468
611
461
566
481
582
633
491
543
608
509
488
489
430
367
589
496
396
368
410
541
325
328
648
593
368
824
464
391
405
533
861
648
463
552
443
592
905
806
579
232
300
130
243
224
234
226
234
228
213
260
227
189
186
225
257
303
227
212
281
220
222
223
347
223
249
261
263
819
1361
453
473
739
594
1122
467
258
230
440
287
760
710
681
848
1263
851
827
515
686
403
467
486
414
489
417
559
757
465
532
783
465
675
557
479
1404
702
1156
590
980
1134
704
696
1391
676
963
628
284
406
198
265
877
376
575
287
319
222
297
417
633
289
325
456
224
250
336
375
457
351
330
258
295
285
611
729
397
799
294
323
1471
717
500
506
1005
680
695
337
639
411
993
703
334
663
647
509
697
487
446
333
402
331
399
379
455
382
439
385
392
419
736
775
468
954
579
552
1216
352
183
285
419
749
451
541
489
523
1451
587
445
577
456
641
460
593
515
1188
634
1465
73
565
506
749
905
474
428
422
259
121
500
1123
811
250
673
865
882
503
285
1288
500
317
669
664
1170
315
434
1473
199
359
825
350
385
317
388
703
401
563
532
539
347
434
649
1183
806
1262
1157
217
1357
418
440
420
701
1350
567
475
1166
603
963
1031
399
564
985
835
1349
732
300
1060
824
542
596
683
761
700
914
834
187
233
236
330
129
157
245
181
184
182
550
192
268
270
255
177
235
214
165
149
1195
222
192
205
127
260
258
140
179
229
244
166
190
167
258
167
137
266
382
237
176
187
172
148
283
184
276
161
178
255
209
225
143
352
298
221
295
218
265
568
518
289
287
295
719
1258
1263
1172
986
100
134
202
113
440
414
334
250
1253
169
510
394
492
524
1254
697
636
976
361
304
272
345
282
322
380
470
1461
568
344
417
657
482
413
784
554
621
537
644
604
565
666
608
1226
995
870
921
796
616
898
1055
639
887
1222
652
681
688
974
367
448
1004
669
658
486
393
350
402
396
964
1158
721
768
246
255
329
594
242
450
629
738
1144
1146
879
1000
1302
1214
860
894
905
1232
1367
1218
413
459
498
546
126
191
177
307
204
146
286
466
1167
1362
1447
1435
571
1099
722
596
240
342
270
355
952
432
1393
1383
275
392
550
508
662
500
392
354
374
343
663
431
404
437
399
425
761
982
1155
1201
1157
1063
1039
1008
863
415
454
361
308
537
328
417
167
275
330
795
268
197
239
176
568
208
189
250
438
174
801
846
742
700
1078
1037
534
294
537
587
360
1147
391
894
603
964
764
823
636
688
716
618
1287
1034
788
1447
595
839
1038
594
567
1282
874
375
482
335
322
204
271
346
327
350
367
337
323
405
922
948
905
845
900
916
893
959
919
1025
915
806
883
805
690
649
861
852
1370
507
434
667
221
427
338
666
836
814
918
1179
927
673
903
560
1085
586
509
130
498
863
387
356
337
392
448
494
476
431
613
1317
1364
563
704
1127
346
347
355
329
357
424
302
934
239
477
184
206
227
838
487
390
432
362
275
321
334
299
369
356
365
361
339
391
316
158
166
123
111
149
123
170
1031
498
322
302
512
475
513
418
285
394
351
517
399
579
797
658
936
1088
967
1033
205
270
270
218
250
314
270
1205
1121
198
803
992
970
500
176
234
246
276
213
312
241
254
277
273
477
239
382
273
188
380
302
347
228
192
244
265
266
336
976
525
242
352
325
492
266
298
311
198
304
279
1064
251
276
282
226
305
208
172
243
236
249
184
197
311
526
416
348
469
545
482
312
317
279
341
1110
608
663
1004
670
624
589
900
695
587
690
700
704
290
279
838
856
332
367
219
206
229
231
175
262
184
852
205
747
621
686
581
1153
611
540
583
470
403
575
505
508
582
608
541
451
537
968
323
308
393
516
498
490
352
503
450
747
537
332
449
484
407
411
368
975
327
288
317
386
673
772
761
567
523
406
401
355
389
276
341
109
84
1141
66
172
270
279
232
185
806
351
313
261
228
233
362
232
274
332
246
268
228
209
200
245
203
209
187
208
98
129
320
311
330
381
392
442
257
990
377
342
336
349
318
454
369
355
493
348
301
396
320
576
339
357
339
372
456
365
342
466
373
364
397
690
131
202
534
463
629
558
392
567
797
419
384
475
492
471
495
1060
1108
647
401
1433
1460
598
335
377
285
429
1066
793
818
507
1026
1007
379
750
637
173
181
256
240
254
191
156
205
211
171
214
166
250
401
336
338
490
465
1285
681
430
404
491
474
472
385
518
442
237
277
251
269
307
280
257
421
267
308
345
325
343
237
319
335
487
284
326
224
666
1103
547
516
746
454
621
730
566
672
1115
448
722
762
499
357
240
458
259
260
368
393
246
223
340
368
407
386
384
397
711
1189
647
607
643
761
544
366
513
541
350
849
421
666
532
719
788
322
295
582
273
278
247
303
197
257
257
238
283
303
244
327
163
217
432
264
256
237
606
253
199
216
193
226
171
228
195
277
202
176
176
166
265
209
486
227
239
221
166
172
627
590
710
322
905
876
713
823
519
615
567
490
788
369
355
496
504
509
451
538
399
476
572
416
464
393
424
482
544
512
419
1153
818
492
424
357
322
279
269
595
345
342
344
356
265
523
578
1329
574
935
915
211
236
262
244
257
243
274
247
230
208
201
242
284
196
241
255
347
254
455
365
355
288
391
378
710
487
457
512
429
492
385
429
86
562
539
595
1167
171
177
188
225
307
312
573
790
1272
513
659
752
334
353
196
1479
1227
267
210
165
594
187
1151
896
566
511
687
1127
886
593
803
1148
593
935
587
696
801
1067
262
665
261
436
392
355
210
330
252
443
446
633
821
427
204
245
266
193
573
423
543
385
648
470
733
747
1361
453
1185
277
1005
253
893
1220
1405
718
674
698
632
651
1328
1207
1048
1353
1006
89
978
1514
234
321
377
312
446
319
438
606
366
477
739
861
703
1292
263
371
351
253
308
199
583
162
192
304
161
178
125
203
