duration_sec
158
486
407
348
393
325
312
406
234
243
310
200
555
508
409
224
255
1019
615
961
639
608
781
855
1289
541
562
1120
973
1290
889
764
1182
1175
862
1501
740
816
1002
749
874
1005
786
230
977
604
472
478
649
458
1192
507
377
386
662
645
534
509
486
457
89
996
152
89
649
96
145
438
434
343
447
386
420
810
166
99
297
153
175
228
903
733
1064
343
643
516
980
1217
983
1301
1306
1406
356
629
520
678
342
602
427
447
499
472
425
428
1046
1220
505
417
398
639
306
808
519
713
759
919
921
747
1025
973
638
554
540
574
428
395
444
485
523
1258
510
428
663
366
837
880
442
1453
403
1088
1343
566
1201
636
539
543
196
308
337
340
426
389
350
419
428
339
490
523
483
1117
944
1127
838
632
552
256
263
220
279
292
277
167
146
153
196
134
186
119
149
99
385
378
151
70
85
114
709
247
162
216
185
189
287
301
683
433
926
1083
1093
1141
1080
1073
1318
1401
1290
562
642
974
1327
1076
522
1443
1430
1240
900
141
157
150
132
521
172
255
193
252
243
214
203
198
250
349
237
205
211
499
504
539
1123
626
636
816
473
525
469
670
632
763
1273
1098
1378
1077
751
541
911
630
469
359
153
263
491
343
947
706
977
550
541
382
504
355
445
935
864
366
444
536
469
398
487
1227
979
931
1273
698
874
603
1218
358
681
652
722
873
338
237
168
184
165
924
723
1250
323
213
220
192
185
346
368
1504
529
387
634
387
552
370
448
972
390
521
861
572
952
990
1416
447
693
523
500
622
300
232
383
932
105
145
113
143
152
293
187
568
305
234
229
220
194
268
261
174
303
161
103
414
129
155
128
143
602
127
280
111
488
627
99
1105
250
285
371
354
427
196
727
1170
372
1020
1100
460
550
1460
1039
1081
811
1305
1114
573
515
590
794
1324
1297
947
1071
1419
955
897
740
826
931
650
618
674
763
991
699
1131
1474
1128
1341
1156
1075
1067
1196
675
819
1475
378
489
452
445
953
824
819
672
648
677
654
490
379
373
352
420
700
762
718
771
897
1026
754
997
789
1375
1377
1491
424
643
566
550
521
589
530
657
582
589
613
219
191
183
168
373
178
297
446
493
394
560
885
1202
816
1260
1107
944
484
537
749
402
408
243
294
468
471
289
317
325
284
302
390
285
681
616
358
393
291
306
666
572
611
721
641
691
622
662
585
854
734
614
627
694
680
622
654
744
706
667
652
270
432
203
290
264
329
290
363
583
374
1031
1104
1357
1404
595
603
822
575
602
758
1060
612
634
725
698
851
403
617
510
486
995
831
466
399
501
562
458
552
503
524
539
635
543
498
393
575
529
477
1060
588
596
569
496
488
530
453
374
554
857
474
262
330
233
442
413
359
285
429
407
1076
674
515
217
367
447
254
1205
1255
1080
148
330
252
341
285
207
433
113
146
522
170
153
161
112
111
328
651
568
620
1197
1170
1067
1187
1023
1238
1012
961
550
475
817
1204
592
892
1050
1301
1175
1156
1211
1077
906
1062
756
751
771
544
694
803
715
677
513
597
519
544
351
799
358
494
593
713
784
782
1322
763
960
974
1073
795
556
683
583
643
660
654
539
445
354
289
266
279
249
272
459
488
635
599
696
554
1303
205
189
206
526
329
203
140
251
206
265
294
234
315
148
399
280
338
188
